,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6113,6114,50,6,3,primary,0,65,yes,no,telephone,12,may,11,1,-1,0,unknown,0
6114,6115,43,12,3,secondary,0,6220,yes,no,unknown,2,jun,200,2,-1,0,unknown,0
6115,6116,34,6,3,primary,0,267,yes,no,unknown,7,may,362,1,-1,0,unknown,0
6116,6117,43,12,3,primary,0,392,yes,yes,cellular,4,feb,110,1,208,2,failure,0
6117,6118,37,6,2,secondary,0,638,yes,no,cellular,8,may,326,1,326,2,success,0
6118,6119,53,10,3,tertiary,0,1907,yes,no,unknown,2,jun,72,3,-1,0,unknown,0
6119,6120,40,6,1,secondary,0,677,yes,no,cellular,17,nov,619,1,171,5,other,0
6120,6121,42,6,1,primary,0,156,yes,no,telephone,15,may,7,4,371,5,failure,0
6121,6122,48,12,2,unknown,0,244,yes,no,unknown,9,may,280,1,-1,0,unknown,0
6122,6123,41,2,2,secondary,0,2769,yes,no,unknown,18,jun,96,3,-1,0,unknown,0
6123,6124,51,1,3,secondary,0,3640,no,no,telephone,5,feb,295,6,-1,0,unknown,0
6124,6125,58,5,3,secondary,0,-382,no,no,telephone,5,feb,398,4,189,12,success,0
6125,6126,37,2,1,secondary,0,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,0
6126,6127,49,3,2,primary,0,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,0
6127,6128,38,12,3,primary,0,1487,no,no,unknown,9,jun,332,2,-1,0,unknown,0
6128,6129,46,6,3,secondary,0,-371,yes,no,unknown,27,may,138,1,-1,0,unknown,0
6129,6130,54,4,3,secondary,0,529,yes,no,unknown,5,may,1492,1,-1,0,unknown,0
6130,6131,68,4,3,tertiary,0,2820,no,no,cellular,28,aug,109,2,-1,0,unknown,0
6131,6132,49,12,3,secondary,1,15,no,no,unknown,12,may,290,5,-1,0,unknown,0
6132,6133,30,5,1,tertiary,0,894,no,no,cellular,12,aug,312,6,-1,0,unknown,0
6133,6134,31,3,1,secondary,0,1819,yes,no,unknown,15,may,226,2,-1,0,unknown,0
6134,6135,27,2,1,secondary,0,70,yes,no,cellular,11,jul,170,1,-1,0,unknown,0
6135,6136,37,3,3,secondary,0,101,no,no,cellular,17,jul,130,1,-1,0,unknown,0
6136,6137,47,12,3,secondary,0,769,yes,no,cellular,13,aug,151,2,-1,0,unknown,0
6137,6138,57,6,2,secondary,0,311,yes,no,cellular,11,may,200,2,-1,0,unknown,0
6138,6139,45,2,3,primary,0,60,no,no,unknown,9,jun,349,2,-1,0,unknown,0
6139,6140,59,3,2,secondary,0,-296,no,yes,cellular,29,jan,34,1,-1,0,unknown,0
6140,6141,36,10,1,secondary,0,245,yes,no,cellular,20,apr,8,2,-1,0,unknown,0
6141,6142,39,5,3,tertiary,0,55,no,no,cellular,31,jul,216,4,-1,0,unknown,0
6142,6143,46,5,3,tertiary,0,699,no,no,cellular,2,feb,241,1,-1,0,unknown,0
6143,6144,57,5,3,tertiary,0,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,0
6144,6145,31,12,1,secondary,0,2076,no,yes,cellular,18,nov,178,1,127,7,other,0
6145,6146,42,5,3,tertiary,0,843,no,yes,cellular,15,jul,226,3,-1,0,unknown,0
6146,6147,33,6,3,secondary,0,1138,yes,yes,unknown,23,may,509,1,-1,0,unknown,0
6147,6148,25,5,1,tertiary,0,1270,yes,no,unknown,13,may,124,2,-1,0,unknown,0
6148,6149,54,2,2,unknown,0,2177,no,no,unknown,20,may,134,5,-1,0,unknown,0
6149,6150,52,6,3,primary,0,863,no,no,cellular,8,may,224,2,170,3,failure,0
6150,6151,28,5,3,tertiary,0,82,yes,yes,unknown,16,may,225,1,-1,0,unknown,0
6151,6152,30,5,1,tertiary,0,2995,yes,no,cellular,18,nov,329,1,-1,0,unknown,0
6152,6153,51,3,3,tertiary,0,4455,no,no,telephone,14,aug,85,4,-1,0,unknown,0
6153,6154,60,4,3,secondary,0,89,no,no,cellular,30,apr,156,2,-1,0,unknown,0
6154,6155,58,3,3,tertiary,0,12322,no,no,telephone,2,jun,306,2,-1,0,unknown,0
6155,6156,43,8,3,tertiary,0,5506,no,yes,unknown,6,jun,141,1,-1,0,unknown,0
6156,6157,35,6,3,secondary,0,362,yes,no,unknown,12,may,363,2,-1,0,unknown,0
6157,6158,57,4,3,primary,0,2927,no,yes,telephone,30,jul,78,5,-1,0,unknown,0
6158,6159,33,8,3,tertiary,0,127,no,yes,cellular,9,jul,279,1,-1,0,unknown,0
6159,6160,42,6,3,primary,0,-10,yes,no,unknown,9,may,291,4,-1,0,unknown,0
6160,6161,46,5,3,tertiary,0,39,yes,yes,cellular,21,nov,64,1,-1,0,unknown,0
6161,6162,30,6,3,secondary,0,450,no,no,unknown,6,may,526,2,-1,0,unknown,0
6162,6163,58,4,2,primary,0,720,no,no,telephone,22,may,250,1,94,4,success,0
6163,6164,38,5,3,tertiary,0,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,0
6164,6165,28,11,1,tertiary,0,290,yes,no,telephone,27,nov,24,1,-1,0,unknown,0
6165,6166,38,7,3,unknown,0,653,no,no,telephone,29,aug,17,18,-1,0,unknown,0
6166,6167,33,3,1,tertiary,0,461,yes,no,cellular,4,feb,189,1,-1,0,unknown,0
6167,6168,26,6,1,secondary,0,123,no,yes,cellular,7,jul,209,1,-1,0,unknown,0
6168,6169,47,5,3,tertiary,0,337,no,no,telephone,30,jul,300,5,-1,0,unknown,0
6169,6170,47,10,3,secondary,0,0,no,no,unknown,26,jun,174,8,-1,0,unknown,0
6170,6171,32,5,3,tertiary,0,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown,0
6171,6172,34,5,1,tertiary,0,72,yes,no,unknown,26,may,118,2,-1,0,unknown,0
6172,6173,45,12,3,secondary,0,111,yes,no,cellular,11,aug,173,1,-1,0,unknown,0
6173,6174,26,11,1,tertiary,0,2182,yes,no,cellular,12,may,42,1,292,1,other,0
6174,6175,32,2,3,secondary,0,1398,yes,yes,cellular,15,may,233,1,-1,0,unknown,0
6175,6176,36,2,3,secondary,0,812,yes,yes,cellular,2,feb,138,2,-1,0,unknown,0
6176,6177,34,6,1,secondary,0,4963,yes,no,cellular,18,jul,226,1,-1,0,unknown,0
6177,6178,49,5,3,secondary,0,4848,no,no,unknown,12,jun,113,1,-1,0,unknown,0
6178,6179,45,3,2,secondary,0,5862,yes,no,cellular,18,nov,352,1,110,3,other,0
6179,6180,46,12,3,secondary,0,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,0
6180,6181,56,12,1,secondary,0,1854,yes,no,telephone,7,may,45,1,342,2,failure,0
6181,6182,41,3,1,secondary,0,-3,no,no,cellular,8,jul,413,1,-1,0,unknown,0
6182,6183,37,6,3,secondary,0,4321,no,no,cellular,8,sep,421,2,95,1,success,0
6183,6184,39,9,3,secondary,0,4136,yes,no,cellular,19,nov,194,2,170,3,failure,0
6184,6185,52,2,2,secondary,0,2455,no,no,cellular,25,jul,289,1,-1,0,unknown,0
6185,6186,26,11,1,secondary,0,3096,yes,no,unknown,14,may,107,1,-1,0,unknown,0
6186,6187,33,3,1,secondary,0,14,yes,no,unknown,12,may,188,1,-1,0,unknown,0
6187,6188,41,10,1,tertiary,0,0,no,no,cellular,18,nov,256,1,-1,0,unknown,0
6188,6189,35,5,3,secondary,0,0,no,yes,unknown,4,jul,121,1,-1,0,unknown,0
6189,6190,26,3,3,unknown,0,-277,yes,no,cellular,16,apr,1018,2,-1,0,unknown,0
6190,6191,59,1,3,primary,0,46,no,no,telephone,29,jul,44,2,-1,0,unknown,0
6191,6192,65,5,3,secondary,0,5251,no,no,telephone,14,apr,226,5,-1,0,unknown,0
6192,6193,30,12,1,secondary,0,154,yes,no,cellular,21,nov,24,2,-1,0,unknown,0
6193,6194,32,3,3,tertiary,0,0,yes,no,cellular,2,jun,149,1,-1,0,unknown,0
6194,6195,34,5,1,tertiary,0,9,no,no,cellular,11,jul,439,2,-1,0,unknown,0
6195,6196,36,10,1,tertiary,0,1923,no,no,unknown,19,jun,219,1,-1,0,unknown,0
6196,6197,48,3,3,secondary,0,1526,no,no,cellular,6,aug,273,2,-1,0,unknown,0
6197,6198,44,6,3,secondary,0,0,no,no,cellular,5,may,113,2,-1,0,unknown,0
6198,6199,31,5,1,tertiary,0,18,no,no,cellular,22,aug,332,3,-1,0,unknown,0
6199,6200,47,6,3,secondary,0,3008,yes,yes,unknown,15,may,236,3,-1,0,unknown,0
6200,6201,31,5,1,tertiary,0,2007,yes,no,unknown,20,may,253,1,-1,0,unknown,0
6201,6202,48,2,2,primary,0,189,yes,no,unknown,13,may,768,1,-1,0,unknown,0
6202,6203,54,3,2,secondary,0,136,no,yes,cellular,10,jul,151,4,-1,0,unknown,0
6203,6204,25,6,1,secondary,0,-375,yes,no,cellular,14,jul,61,2,-1,0,unknown,0
6204,6205,59,4,3,secondary,0,17769,no,no,cellular,19,nov,322,3,-1,0,unknown,0
6205,6206,36,10,3,tertiary,0,506,no,no,cellular,25,aug,47,1,120,1,failure,0
6206,6207,33,5,3,tertiary,0,1165,yes,no,unknown,4,jun,462,2,-1,0,unknown,0
6207,6208,52,3,3,secondary,0,2095,yes,yes,cellular,19,aug,419,4,-1,0,unknown,0
6208,6209,49,2,3,secondary,0,314,no,no,cellular,20,aug,30,2,-1,0,unknown,0
6209,6210,41,6,3,secondary,0,433,yes,no,cellular,16,apr,75,1,-1,0,unknown,0
6210,6211,56,1,3,primary,0,0,yes,no,unknown,26,may,250,1,-1,0,unknown,0
6211,6212,39,1,3,primary,0,7372,no,no,unknown,9,jun,76,1,-1,0,unknown,0
6212,6213,44,12,2,secondary,0,738,yes,no,cellular,11,may,55,1,171,8,failure,0
6213,6214,41,3,3,secondary,0,77,yes,no,cellular,7,may,56,1,-1,0,unknown,0
6214,6215,30,3,1,secondary,0,846,no,no,cellular,2,nov,75,2,-1,0,unknown,0
6215,6216,39,6,3,secondary,0,648,yes,no,cellular,29,jan,85,2,240,1,failure,0
6216,6217,34,12,3,secondary,0,613,yes,no,cellular,4,jun,80,1,-1,0,unknown,0
6217,6218,40,12,1,secondary,0,877,yes,no,cellular,21,nov,12,3,177,6,failure,0
6218,6219,58,5,3,tertiary,0,3768,yes,no,unknown,18,jun,316,1,-1,0,unknown,0
6219,6220,30,3,1,tertiary,0,2325,no,no,cellular,5,apr,270,3,241,4,other,0
6220,6221,35,6,3,secondary,0,210,yes,no,cellular,30,jan,626,3,-1,0,unknown,0
6221,6222,59,4,2,primary,0,217,yes,no,unknown,26,may,574,3,-1,0,unknown,0
6222,6223,23,6,1,secondary,0,5145,yes,no,unknown,30,may,229,3,-1,0,unknown,0
6223,6224,50,2,3,secondary,0,1545,no,no,cellular,28,aug,56,8,-1,0,unknown,0
6224,6225,45,12,3,secondary,0,1435,yes,no,cellular,11,aug,201,1,103,1,failure,0
6225,6226,31,10,1,tertiary,0,96,no,no,cellular,5,feb,577,1,-1,0,unknown,0
6226,6227,30,12,1,secondary,0,2702,yes,no,cellular,24,jul,129,2,-1,0,unknown,0
6227,6228,32,6,1,secondary,0,70,yes,no,unknown,26,may,118,6,-1,0,unknown,0
6228,6229,40,5,3,tertiary,0,3812,no,no,cellular,6,aug,58,4,-1,0,unknown,0
6229,6230,46,5,1,secondary,0,5993,no,no,cellular,22,sep,159,1,112,1,failure,0
6230,6231,35,5,1,tertiary,0,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,0
6231,6232,38,6,3,primary,0,1576,yes,no,cellular,16,apr,144,1,328,2,other,0
6232,6233,51,8,3,tertiary,0,3,no,no,cellular,19,nov,276,2,-1,0,unknown,0
6233,6234,48,5,2,tertiary,0,15,no,no,unknown,6,nov,88,1,-1,0,unknown,0
6234,6235,31,3,1,tertiary,0,426,yes,no,unknown,23,may,82,7,-1,0,unknown,0
6235,6236,39,3,2,secondary,0,8,no,no,cellular,29,aug,1028,2,-1,0,unknown,0
6236,6237,32,5,1,tertiary,0,19985,no,no,cellular,9,feb,616,5,-1,0,unknown,0
6237,6238,46,6,2,primary,1,-17,no,yes,cellular,4,feb,81,2,-1,0,unknown,0
6238,6239,46,3,3,secondary,0,520,no,no,cellular,25,aug,61,4,-1,0,unknown,0
6239,6240,34,5,3,tertiary,0,967,yes,no,unknown,20,may,415,2,-1,0,unknown,0
6240,6241,53,3,2,primary,0,7290,yes,no,unknown,30,may,153,1,-1,0,unknown,0
6241,6242,57,4,3,primary,0,341,yes,no,telephone,18,may,27,10,-1,0,unknown,0
6242,6243,51,4,3,primary,0,34,yes,no,cellular,16,jul,69,2,-1,0,unknown,0
6243,6244,43,6,2,primary,0,92,yes,no,unknown,15,may,237,2,-1,0,unknown,0
6244,6245,49,5,3,tertiary,0,0,no,no,cellular,27,aug,56,6,-1,0,unknown,0
6245,6246,31,3,1,secondary,0,1094,yes,no,unknown,12,jun,93,8,-1,0,unknown,0
6246,6247,54,10,3,secondary,0,9,yes,no,cellular,22,jul,113,2,-1,0,unknown,0
6247,6248,24,11,1,secondary,0,1719,no,no,cellular,13,aug,161,4,-1,0,unknown,0
6248,6249,33,10,1,tertiary,0,9670,no,no,cellular,20,nov,204,1,-1,0,unknown,0
6249,6250,33,3,3,secondary,0,1264,no,yes,cellular,8,aug,100,6,-1,0,unknown,0
6250,6251,26,2,3,secondary,0,0,yes,no,cellular,18,may,130,4,-1,0,unknown,0
6251,6252,37,1,2,primary,0,849,yes,no,unknown,7,may,166,1,-1,0,unknown,0
6252,6253,53,5,3,tertiary,0,1348,no,yes,cellular,17,jul,120,3,-1,0,unknown,0
6253,6254,30,6,1,secondary,0,-276,no,yes,cellular,4,feb,361,8,-1,0,unknown,0
6254,6255,48,6,3,secondary,0,2008,no,no,cellular,21,aug,238,4,-1,0,unknown,0
6255,6256,23,6,1,primary,0,145,yes,no,unknown,4,jun,1519,1,-1,0,unknown,0
6256,6257,47,5,3,tertiary,1,-337,no,yes,cellular,29,jan,243,4,161,2,failure,0
6257,6258,45,5,3,tertiary,0,-61,no,no,cellular,30,jan,90,5,172,1,failure,0
6258,6259,52,5,3,tertiary,0,2635,no,no,cellular,6,sep,313,1,108,8,success,0
6259,6260,30,10,1,secondary,0,280,no,no,telephone,5,may,92,3,-1,0,unknown,0
6260,6261,40,12,3,secondary,0,526,yes,no,cellular,8,may,851,1,-1,0,unknown,0
6261,6262,18,11,1,secondary,0,156,no,no,cellular,4,nov,298,2,82,4,other,0
6262,6263,25,5,1,tertiary,0,808,no,no,cellular,27,may,268,2,-1,0,unknown,0
6263,6264,38,5,1,tertiary,0,1515,yes,no,cellular,18,nov,134,1,110,5,failure,0
6264,6265,28,5,3,tertiary,0,1918,no,no,cellular,18,oct,333,1,616,1,failure,0
6265,6266,36,12,3,secondary,0,313,yes,no,telephone,4,feb,403,2,-1,0,unknown,0
6266,6267,52,12,3,primary,0,2255,yes,no,unknown,30,may,178,2,-1,0,unknown,0
6267,6268,31,12,1,tertiary,0,4129,no,no,cellular,2,mar,105,1,182,1,failure,0
6268,6269,32,3,3,secondary,0,1830,yes,no,unknown,21,may,293,1,-1,0,unknown,0
6269,6270,59,4,3,secondary,0,3353,no,no,unknown,12,jun,148,1,-1,0,unknown,0
6270,6271,60,5,3,tertiary,0,6657,yes,no,cellular,29,jul,333,19,-1,0,unknown,0
6271,6272,30,3,1,secondary,0,224,yes,no,cellular,8,aug,298,2,-1,0,unknown,0
6272,6273,30,2,1,secondary,0,405,yes,no,cellular,5,feb,103,1,265,2,other,0
6273,6274,58,2,1,secondary,0,1430,yes,no,cellular,20,apr,861,6,321,5,failure,0
6274,6275,29,3,3,tertiary,0,197,yes,no,cellular,30,jan,103,2,-1,0,unknown,0
6275,6276,36,5,2,tertiary,0,276,yes,no,cellular,22,aug,131,2,-1,0,unknown,0
6276,6277,52,3,3,secondary,0,2619,yes,no,cellular,18,nov,77,2,-1,0,unknown,0
6277,6278,27,11,1,secondary,0,671,yes,no,unknown,7,may,332,2,-1,0,unknown,0
6278,6279,27,3,1,secondary,0,282,no,yes,cellular,9,jul,676,5,-1,0,unknown,0
6279,6280,35,10,1,tertiary,0,1129,yes,no,cellular,21,nov,64,2,184,2,failure,0
6280,6281,33,5,1,tertiary,0,28,yes,no,unknown,21,may,237,2,-1,0,unknown,0
6281,6282,29,2,1,secondary,0,553,no,yes,cellular,28,jul,60,5,-1,0,unknown,0
6282,6283,39,8,3,secondary,0,689,no,no,cellular,30,jul,240,3,-1,0,unknown,0
6283,6284,50,6,3,tertiary,0,267,yes,no,cellular,13,may,187,3,-1,0,unknown,0
6284,6285,29,2,3,primary,0,711,yes,no,unknown,3,jun,136,4,-1,0,unknown,0
6285,6286,31,2,3,secondary,0,338,yes,no,cellular,28,jan,155,1,-1,0,unknown,0
6286,6287,57,1,3,secondary,0,468,yes,no,unknown,20,jun,329,1,-1,0,unknown,0
6287,6288,57,4,3,secondary,0,3815,no,no,telephone,20,nov,90,2,-1,0,unknown,0
6288,6289,39,6,1,primary,0,446,yes,no,unknown,12,may,183,1,-1,0,unknown,0
6289,6290,52,10,1,secondary,0,207,no,yes,cellular,18,nov,179,1,-1,0,unknown,0
6290,6291,47,12,3,secondary,0,-185,yes,no,cellular,18,jul,84,2,-1,0,unknown,0
6291,6292,58,5,2,tertiary,0,4256,no,no,cellular,22,may,121,1,-1,0,unknown,0
6292,6293,37,6,3,secondary,0,520,yes,no,cellular,2,feb,54,1,255,2,failure,0
6293,6294,58,4,3,primary,0,928,no,no,cellular,26,may,304,1,-1,0,unknown,0
6294,6295,35,3,1,secondary,0,-54,yes,no,unknown,30,may,70,2,-1,0,unknown,0
6295,6296,47,9,3,primary,0,275,yes,no,cellular,14,may,261,3,-1,0,unknown,0
6296,6297,33,2,3,secondary,0,-384,yes,no,unknown,28,may,513,2,-1,0,unknown,0
6297,6298,42,9,3,secondary,0,808,yes,no,cellular,9,jul,121,1,-1,0,unknown,0
6298,6299,30,5,3,tertiary,0,877,no,no,cellular,22,may,122,2,108,3,failure,0
6299,6300,52,1,3,secondary,0,49,no,no,cellular,30,apr,117,1,-1,0,unknown,0
6300,6301,42,2,3,secondary,0,1370,yes,no,cellular,15,may,36,2,-1,0,unknown,0
6301,6302,46,6,3,primary,0,494,yes,no,cellular,15,may,131,3,365,1,other,0
6302,6303,37,2,3,secondary,0,0,yes,yes,cellular,31,jul,187,2,-1,0,unknown,0
6303,6304,37,6,3,secondary,0,4321,no,no,cellular,22,feb,276,3,167,3,failure,0
6304,6305,50,12,3,secondary,0,298,no,yes,cellular,28,jul,174,6,-1,0,unknown,0
6305,6306,58,5,3,tertiary,0,648,no,no,cellular,8,aug,110,2,-1,0,unknown,0
6306,6307,55,2,3,primary,0,269,no,no,cellular,25,aug,89,4,-1,0,unknown,0
6307,6308,36,10,1,secondary,0,74,yes,yes,cellular,12,may,198,2,-1,0,unknown,0
6308,6309,45,2,3,secondary,0,567,yes,no,telephone,14,aug,234,3,-1,0,unknown,0
6309,6310,28,6,3,primary,1,-124,yes,no,cellular,21,jul,116,3,-1,0,unknown,0
6310,6311,46,3,3,secondary,0,6993,yes,no,cellular,17,apr,326,3,148,1,success,0
6311,6312,31,8,3,tertiary,0,-231,yes,no,cellular,26,aug,221,2,-1,0,unknown,0
6312,6313,39,5,2,tertiary,0,115,no,no,cellular,29,aug,345,2,-1,0,unknown,0
6313,6314,45,2,3,secondary,0,759,yes,no,unknown,2,jun,172,2,-1,0,unknown,0
6314,6315,59,5,1,tertiary,0,705,no,no,cellular,3,feb,537,4,-1,0,unknown,0
6315,6316,46,5,3,tertiary,0,587,no,no,telephone,2,feb,186,1,-1,0,unknown,0
6316,6317,30,3,1,tertiary,0,432,yes,yes,unknown,3,jun,180,3,-1,0,unknown,0
6317,6318,47,1,2,tertiary,0,780,no,no,unknown,20,jun,447,2,-1,0,unknown,0
6318,6319,36,1,3,secondary,0,1466,yes,no,unknown,19,feb,124,1,-1,0,unknown,0
6319,6320,53,4,3,primary,0,0,no,no,cellular,30,jul,123,1,-1,0,unknown,0
6320,6321,46,3,2,secondary,0,225,no,no,cellular,6,aug,530,5,-1,0,unknown,0
6321,6322,28,12,1,secondary,0,189,yes,no,cellular,31,jul,68,2,-1,0,unknown,0
6322,6323,36,2,3,secondary,0,138,yes,no,cellular,8,may,39,3,-1,0,unknown,0
6323,6324,39,5,1,secondary,0,247,yes,no,unknown,20,may,130,2,-1,0,unknown,0
6324,6325,53,6,3,secondary,0,3079,no,no,cellular,5,apr,759,1,-1,0,unknown,0
6325,6326,58,4,2,primary,0,47,yes,no,unknown,9,may,225,1,-1,0,unknown,0
6326,6327,46,8,2,secondary,0,2514,yes,no,cellular,20,nov,68,2,-1,0,unknown,0
6327,6328,41,6,3,secondary,0,10,yes,no,cellular,12,may,179,1,-1,0,unknown,0
6328,6329,49,5,2,tertiary,0,1115,no,no,unknown,19,jun,138,9,-1,0,unknown,0
6329,6330,52,12,3,secondary,0,0,no,no,unknown,18,jun,161,1,-1,0,unknown,0
6330,6331,48,2,3,secondary,0,109,no,yes,cellular,20,aug,113,4,-1,0,unknown,0
6331,6332,52,6,3,secondary,0,60,no,yes,cellular,26,aug,196,2,-1,0,unknown,0
6332,6333,30,6,3,secondary,0,0,yes,no,unknown,26,may,30,1,-1,0,unknown,0
6333,6334,44,5,3,tertiary,0,3091,yes,no,unknown,17,jun,331,4,-1,0,unknown,0
6334,6335,60,4,1,secondary,0,1625,no,no,unknown,12,jun,119,1,-1,0,unknown,0
6335,6336,58,5,3,primary,0,76,yes,no,telephone,18,may,54,4,-1,0,unknown,0
6336,6337,50,2,3,secondary,0,748,no,yes,unknown,19,jun,147,1,-1,0,unknown,0
6337,6338,33,3,1,secondary,0,145,yes,no,cellular,29,jan,369,2,-1,0,unknown,0
6338,6339,46,6,3,primary,0,1533,no,yes,cellular,14,aug,168,4,-1,0,unknown,0
6339,6340,31,2,3,secondary,0,0,no,yes,unknown,9,may,81,6,-1,0,unknown,0
6340,6341,43,2,3,secondary,0,2478,yes,no,unknown,12,jun,157,1,-1,0,unknown,0
6341,6342,55,2,2,primary,0,653,no,no,unknown,6,jun,800,1,-1,0,unknown,0
6342,6343,34,5,3,tertiary,0,731,yes,no,cellular,21,nov,378,4,-1,0,unknown,0
6343,6344,66,4,3,tertiary,0,2820,no,no,cellular,5,mar,115,2,-1,0,unknown,0
6344,6345,31,5,1,tertiary,0,1539,yes,no,cellular,30,jun,107,2,756,2,other,0
6345,6346,48,12,3,secondary,0,933,no,no,cellular,29,jul,446,2,-1,0,unknown,0
6346,6347,30,3,3,secondary,0,1660,yes,no,cellular,30,apr,236,1,-1,0,unknown,0
6347,6348,29,9,1,secondary,0,4537,yes,no,telephone,5,may,29,1,-1,0,unknown,0
6348,6349,48,3,3,secondary,0,7373,yes,no,unknown,14,may,126,1,-1,0,unknown,0
6349,6350,40,12,1,secondary,0,208,yes,yes,cellular,11,may,204,2,-1,0,unknown,0
6350,6351,31,2,1,tertiary,0,2332,no,no,cellular,17,feb,228,1,-1,0,unknown,0
6351,6352,43,6,3,unknown,0,1123,yes,no,cellular,16,apr,191,2,322,3,failure,0
6352,6353,29,6,3,primary,0,111,yes,no,cellular,6,may,14,11,-1,0,unknown,0
6353,6354,39,5,3,tertiary,0,839,no,yes,cellular,11,oct,365,2,774,11,failure,0
6354,6355,39,5,3,tertiary,0,710,yes,no,cellular,11,jul,211,2,-1,0,unknown,0
6355,6356,56,3,3,tertiary,0,787,no,yes,cellular,9,jul,92,1,-1,0,unknown,0
6356,6357,32,3,1,secondary,0,35,no,no,cellular,28,aug,199,6,-1,0,unknown,0
6357,6358,39,6,3,secondary,0,123,no,no,unknown,17,jun,110,1,-1,0,unknown,0
6358,6359,55,12,3,secondary,0,356,no,no,telephone,27,aug,554,6,-1,0,unknown,0
6359,6360,43,6,1,secondary,0,99,no,no,cellular,30,jul,226,2,-1,0,unknown,0
6360,6361,53,3,1,tertiary,0,757,yes,no,cellular,7,may,122,2,-1,0,unknown,0
6361,6362,33,5,1,tertiary,0,2667,yes,no,cellular,18,may,57,1,180,3,failure,0
6362,6363,54,4,3,primary,0,208,no,no,unknown,12,may,255,1,-1,0,unknown,0
6363,6364,53,5,2,tertiary,0,913,no,no,cellular,20,aug,173,3,-1,0,unknown,0
6364,6365,37,5,3,tertiary,0,839,no,yes,cellular,28,aug,87,11,-1,0,unknown,0
6365,6366,32,3,1,tertiary,0,548,no,no,cellular,18,aug,377,7,-1,0,unknown,0
6366,6367,39,12,2,secondary,0,1,no,yes,cellular,7,jul,281,1,-1,0,unknown,0
6367,6368,30,12,3,secondary,0,215,no,yes,cellular,4,jul,95,2,-1,0,unknown,0
6368,6369,33,3,1,secondary,0,390,yes,no,cellular,14,jul,254,2,-1,0,unknown,0
6369,6370,42,3,1,secondary,0,-853,yes,no,cellular,11,may,189,1,-1,0,unknown,0
6370,6371,42,6,3,unknown,0,132,yes,no,unknown,6,may,238,1,-1,0,unknown,0
6371,6372,60,9,2,secondary,0,2063,no,no,cellular,27,may,95,1,99,2,failure,0
6372,6373,36,5,3,tertiary,0,0,yes,no,cellular,18,nov,103,1,175,2,failure,0
6373,6374,32,5,1,tertiary,0,1742,no,no,unknown,5,jun,231,2,-1,0,unknown,0
6374,6375,32,5,1,tertiary,0,697,no,no,cellular,30,apr,210,3,-1,0,unknown,0
6375,6376,56,8,3,tertiary,0,16125,no,no,telephone,21,nov,167,1,-1,0,unknown,0
6376,6377,31,5,1,tertiary,0,23,yes,no,cellular,7,may,98,1,-1,0,unknown,0
6377,6378,33,3,1,secondary,0,-32,no,no,cellular,25,aug,196,12,-1,0,unknown,0
6378,6379,54,6,3,primary,0,0,yes,no,cellular,12,may,77,4,341,2,failure,0
6379,6380,39,3,3,secondary,0,24,yes,no,cellular,28,jan,79,4,-1,0,unknown,0
6380,6381,37,5,2,tertiary,0,0,yes,no,cellular,11,may,217,6,-1,0,unknown,0
6381,6382,48,3,3,secondary,0,101,yes,no,cellular,21,jul,338,3,-1,0,unknown,0
6382,6383,34,3,3,secondary,0,7171,yes,no,cellular,19,nov,523,2,-1,0,unknown,0
6383,6384,48,6,3,primary,0,104,no,no,cellular,8,aug,103,4,-1,0,unknown,0
6384,6385,38,3,3,secondary,0,13,no,no,cellular,21,aug,311,2,-1,0,unknown,0
6385,6386,42,3,3,secondary,0,473,yes,no,cellular,7,jul,216,5,-1,0,unknown,0
6386,6387,57,3,2,secondary,0,3105,yes,no,unknown,14,may,173,11,-1,0,unknown,0
6387,6388,30,10,1,tertiary,0,48,no,no,cellular,21,nov,140,1,-1,0,unknown,0
6388,6389,45,12,3,secondary,0,231,yes,no,unknown,18,jun,151,3,-1,0,unknown,0
6389,6390,54,4,2,secondary,1,-200,no,yes,cellular,4,feb,71,1,243,1,failure,0
6390,6391,48,8,3,secondary,0,86,yes,no,unknown,13,may,98,1,-1,0,unknown,0
6391,6392,36,12,1,secondary,0,133,no,no,cellular,30,jan,632,3,228,14,other,0
6392,6393,50,12,3,tertiary,0,843,no,yes,cellular,27,may,71,3,-1,0,unknown,0
6393,6394,30,5,1,tertiary,0,16935,no,no,cellular,28,oct,108,1,-1,0,unknown,0
6394,6395,31,12,1,secondary,0,17,yes,no,unknown,2,jun,52,3,-1,0,unknown,0
6395,6396,42,10,3,tertiary,0,0,no,no,cellular,8,aug,118,6,-1,0,unknown,0
6396,6397,51,12,3,primary,0,2281,yes,yes,unknown,5,jun,163,1,-1,0,unknown,0
6397,6398,45,5,3,tertiary,0,1529,no,no,cellular,30,jun,160,1,-1,0,unknown,0
6398,6399,53,10,1,unknown,0,289,no,no,cellular,4,feb,502,1,-1,0,unknown,0
